Date,Time,Relative_time,Temperature,Resonance_Frequency,Dissipation
2026-04-24,12:31:00.041,324.96,24.8,10011073.22,0.00030707221975046314
2026-04-24,12:31:00.417,325.34,24.8,10011072.8,0.0003070911533390447
2026-04-24,12:31:00.791,325.71,24.8,10011072.97,0.0003070816969252448
2026-04-24,12:31:01.166,326.09,24.8,10011072.82,0.0003070915722738677
2026-04-24,12:31:01.557,326.48,24.8,10011072.07,0.00030709203513083793
2026-04-24,12:31:01.932,326.85,24.8,10011071.93,0.00030707130164595996
2026-04-24,12:31:02.323,327.24,24.8,10011071.57,0.00030706900915797753
2026-04-24,12:31:02.729,327.65,24.8,10011071.57,0.00030704860828746
2026-04-24,12:31:03.105,328.03,24.81,10011071.38,0.0003070545255898692
2026-04-24,12:31:03.494,328.41,24.81,10011070.82,0.00030708445096596363
2026-04-24,12:31:03.870,328.79,24.81,10011070.97,0.00030706438166213155
2026-04-24,12:31:04.260,329.18,24.81,10011070.82,0.0003070494901709909
2026-04-24,12:31:04.651,329.57,24.81,10011071.3,0.00030704114721145394
2026-04-24,12:31:05.042,329.96,24.81,10011072.2,0.00030706420233672486
2026-04-24,12:31:05.439,330.36,24.81,10011071.1,0.0003070534509890382
2026-04-24,12:31:05.807,330.73,24.81,10011071.0,0.0003070534509890382
2026-04-24,12:31:06.214,331.13,24.81,10011070.95,0.000307052156881886
2026-04-24,12:31:06.591,331.51,24.81,10011070.88,0.0003070530721265766
2026-04-24,12:31:06.984,331.9,24.81,10011070.55,0.0003070846606413165
2026-04-24,12:31:07.390,332.31,24.81,10011070.45,0.00030709062944012653
2026-04-24,12:31:07.776,332.7,24.81,10011069.93,0.0003070699898754556
2026-04-24,12:31:08.182,333.1,24.81,10011070.82,0.00030708527702427176
2026-04-24,12:31:08.557,333.48,24.81,10011071.07,0.000307074998218166
2026-04-24,12:31:08.932,333.85,24.81,10011070.85,0.0003071026649630631
2026-04-24,12:31:09.307,334.23,24.81,10011071.97,0.00030709117298736066
2026-04-24,12:31:09.682,334.6,24.81,10011071.18,0.0003070994881559985
2026-04-24,12:31:10.057,334.98,24.81,10011072.07,0.00030710994750951113
2026-04-24,12:31:10.432,335.35,24.81,10011071.6,0.00030710034579595636
2026-04-24,12:31:10.807,335.73,24.81,10011071.78,0.00030712198335114025
2026-04-24,12:31:11.183,336.1,24.81,10011071.72,0.0003070992834530195
2026-04-24,12:31:11.575,336.49,24.81,10011071.8,0.00030710239845573375
2026-04-24,12:31:11.959,336.88,24.81,10011071.5,0.00030708861335769223
2026-04-24,12:31:12.342,337.26,24.81,10011072.0,0.00030709721700703207
2026-04-24,12:31:12.736,337.66,24.81,10011072.35,0.00030710864546725116
2026-04-24,12:31:13.104,338.02,24.81,10011072.45,0.00030707711517507293
2026-04-24,12:31:13.483,338.4,24.81,10011072.55,0.00030708993448392224
2026-04-24,12:31:13.875,338.79,24.81,10011072.85,0.0003070530920301683
2026-04-24,12:31:14.260,339.18,24.81,10011073.62,0.00030706217187602403
2026-04-24,12:31:14.643,339.56,24.81,10011073.85,0.0003070967113421719
2026-04-24,12:31:15.026,339.95,24.81,10011073.85,0.0003070904492810025
2026-04-24,12:31:15.409,340.33,24.81,10011073.6,0.00030711031632124625
2026-04-24,12:31:15.793,340.71,24.81,10011073.62,0.00030708225515949675
2026-04-24,12:31:16.167,341.09,24.81,10011073.62,0.0003070711767210436
2026-04-24,12:31:16.544,341.46,24.81,10011074.55,0.0003070608297468246
2026-04-24,12:31:16.927,341.85,24.81,10011074.32,0.0003070572942164886
2026-04-24,12:31:17.310,342.23,24.81,10011073.78,0.0003070398868014557
2026-04-24,12:31:17.729,342.65,24.81,10011073.2,0.00030701464487925534
2026-04-24,12:31:18.110,343.03,24.81,10011072.88,0.0003070162188610425
2026-04-24,12:31:18.495,343.41,24.81,10011072.9,0.0003069882400409412
2026-04-24,12:31:18.871,343.79,24.81,10011073.2,0.00030697684146141333
2026-04-24,12:31:19.260,344.18,24.81,10011073.0,0.0003069466471166555
2026-04-24,12:31:19.667,344.59,24.81,10011073.43,0.0003069305437619343
2026-04-24,12:31:20.044,344.96,24.81,10011073.07,0.0003069531505607638
2026-04-24,12:31:20.432,345.35,24.81,10011072.8,0.00030693368614178554
2026-04-24,12:31:20.811,345.73,24.81,10011072.8,0.00030693687083117855
2026-04-24,12:31:21.198,346.12,24.81,10011073.07,0.0003069422928569661
2026-04-24,12:31:21.578,346.5,24.81,10011073.7,0.0003069474274231397
2026-04-24,12:31:21.963,346.88,24.81,10011073.78,0.00030695496180571956
2026-04-24,12:31:22.339,347.26,24.81,10011073.97,0.00030694593806249594
2026-04-24,12:31:22.714,347.63,24.82,10011074.55,0.00030692380237692387
2026-04-24,12:31:23.089,348.01,24.82,10011074.43,0.0003069267595050722
2026-04-24,12:31:23.464,348.38,24.81,10011074.2,0.00030694785752964236
2026-04-24,12:31:23.839,348.76,24.81,10011074.2,0.00030696534637877123
2026-04-24,12:31:24.214,349.13,24.81,10011073.75,0.00030694623161444973
2026-04-24,12:31:24.588,349.51,24.81,10011073.97,0.00030692968421208494
2026-04-24,12:31:24.979,349.9,24.81,10011074.22,0.00030691325551066956
2026-04-24,12:31:25.374,350.29,24.81,10011073.97,0.0003069364480008807
2026-04-24,12:31:25.763,350.68,24.81,10011073.68,0.0003069528710524734
2026-04-24,12:31:26.162,351.08,24.81,10011073.2,0.00030694251215714784
2026-04-24,12:31:26.545,351.47,24.81,10011072.6,0.0003069149891503997
2026-04-24,12:31:26.923,351.84,24.81,10011073.22,0.0003069169516019267
2026-04-24,12:31:27.296,352.22,24.81,10011072.5,0.00030690406669324087
2026-04-24,12:31:27.680,352.6,24.81,10011072.57,0.0003069127382345083
2026-04-24,12:31:28.063,352.98,24.81,10011072.9,0.00030689164295699813
2026-04-24,12:31:28.441,353.36,24.81,10011072.5,0.00030688110199709724
2026-04-24,12:31:28.813,353.73,24.81,10011072.82,0.0003068706800140171
2026-04-24,12:31:29.183,354.1,24.81,10011072.45,0.00030684860873279917
2026-04-24,12:31:29.564,354.48,24.81,10011072.5,0.0003068504306618204
2026-04-24,12:31:29.941,354.86,24.81,10011072.15,0.0003068306197873048
2026-04-24,12:31:30.324,355.24,24.81,10011071.5,0.00030683259818277273
2026-04-24,12:31:30.698,355.62,24.81,10011071.18,0.0003068175463009069
2026-04-24,12:31:31.074,355.99,24.81,10011071.05,0.00030681511649106695
2026-04-24,12:31:31.449,356.37,24.81,10011070.78,0.000306789459230791
2026-04-24,12:31:31.823,356.74,24.81,10011070.62,0.0003067699707403212
2026-04-24,12:31:32.198,357.12,24.81,10011070.88,0.00030677565597964524
2026-04-24,12:31:32.573,357.49,24.81,10011070.65,0.0003067694877397803
2026-04-24,12:31:32.948,357.87,24.81,10011070.25,0.00030677908196768326
2026-04-24,12:31:33.323,358.24,24.81,10011069.85,0.0003067605429791318
2026-04-24,12:31:33.698,358.62,24.81,10011069.82,0.00030674026425920117
2026-04-24,12:31:34.074,358.99,24.81,10011069.57,0.000306729888762054
2026-04-24,12:31:34.448,359.37,24.81,10011069.45,0.0003067166291609852
2026-04-24,12:31:34.824,359.74,24.8,10011069.62,0.00030671958816788246
2026-04-24,12:31:35.198,360.12,24.8,10011069.93,0.0003067054974472964
2026-04-24,12:31:35.574,360.49,24.8,10011069.75,0.00030668798279573535
2026-04-24,12:31:35.948,360.87,24.8,10011069.78,0.0003066897697325107
2026-04-24,12:31:36.324,361.24,24.81,10011069.88,0.0003066793959893055
2026-04-24,12:31:36.698,361.62,24.8,10011070.0,0.0003066734556216617
2026-04-24,12:31:37.074,361.99,24.8,10011070.1,0.00030667278587575664
2026-04-24,12:31:37.465,362.39,24.8,10011070.1,0.0003066721719796325
2026-04-24,12:31:37.843,362.76,24.8,10011070.25,0.0003066654666805629
2026-04-24,12:31:38.250,363.17,24.8,10011070.32,0.00030666523988289536
2026-04-24,12:31:38.667,363.59,24.8,10011070.38,0.00030666204757890764
2026-04-24,12:31:39.060,363.98,24.8,10011070.65,0.00030664695353968985
2026-04-24,12:31:39.448,364.37,24.8,10011070.53,0.00030665368977192165
2026-04-24,12:31:39.823,364.74,24.8,10011070.75,0.00030664860848859124
2026-04-24,12:31:40.199,365.12,24.8,10011070.68,0.00030663819861836603
2026-04-24,12:31:40.574,365.49,24.8,10011070.57,0.00030662209623814874
2026-04-24,12:31:40.949,365.87,24.8,10011070.57,0.00030661232438964476
2026-04-24,12:31:41.324,366.24,24.8,10011070.32,0.00030661987237545773
2026-04-24,12:31:41.716,366.64,24.8,10011070.32,0.0003066288225530881
2026-04-24,12:31:42.105,367.02,24.8,10011070.03,0.00030662563442254573
2026-04-24,12:31:42.484,367.4,24.8,10011069.78,0.0003066160266643126
2026-04-24,12:31:42.855,367.77,24.8,10011069.55,0.0003066092231540086
2026-04-24,12:31:43.234,368.15,24.8,10011069.57,0.0003065991086601402
2026-04-24,12:31:43.611,368.53,24.79,10011069.78,0.00030660467378309803
2026-04-24,12:31:43.985,368.9,24.79,10011069.78,0.0003065923590580632
2026-04-24,12:31:44.375,369.29,24.79,10011069.88,0.00030658282160797194
2026-04-24,12:31:44.746,369.67,24.79,10011069.93,0.0003065768713661915
2026-04-24,12:31:45.120,370.04,24.79,10011070.32,0.00030657053133942926
2026-04-24,12:31:45.502,370.42,24.79,10011070.4,0.000306576844394744
2026-04-24,12:31:45.888,370.81,24.78,10011070.07,0.00030657684439474404
2026-04-24,12:31:46.262,371.18,24.78,10011070.07,0.00030657684439474404
2026-04-24,12:31:46.636,371.56,24.78,10011069.93,0.00030657858713656393
2026-04-24,12:31:47.019,371.94,24.78,10011069.78,0.00030657969327948484
2026-04-24,12:31:47.386,372.31,24.78,10011069.62,0.0003065867908335747
2026-04-24,12:31:47.768,372.69,24.78,10011069.5,0.00030659553760346527
2026-04-24,12:31:48.136,373.06,24.78,10011069.3,0.00030659791984111797
2026-04-24,12:31:48.512,373.43,24.78,10011069.35,0.0003066093781336194
2026-04-24,12:31:48.886,373.81,24.78,10011069.32,0.00030662183213373565
2026-04-24,12:31:49.285,374.2,24.78,10011069.35,0.0003066227157879225
2026-04-24,12:31:49.653,374.57,24.78,10011069.22,0.00030663773903548267
2026-04-24,12:31:50.036,374.96,24.78,10011069.22,0.0003066459036176494
2026-04-24,12:31:50.420,375.34,24.78,10011068.97,0.000306658873866102
2026-04-24,12:31:50.792,375.71,24.78,10011069.03,0.00030666395260392726
2026-04-24,12:31:51.167,376.09,24.78,10011068.72,0.0003066740176468692
2026-04-24,12:31:51.620,376.54,24.77,10011068.43,0.00030667675923045496
2026-04-24,12:31:52.043,376.96,24.77,10011068.4,0.0003066744244594565
2026-04-24,12:31:52.503,377.42,24.77,10011068.62,0.00030668573690602926
2026-04-24,12:31:52.966,377.89,24.77,10011068.53,0.00030669965012928706
2026-04-24,12:31:53.340,378.26,24.77,10011068.57,0.0003067074275234714
2026-04-24,12:31:53.720,378.64,24.77,10011068.28,0.000306715932447993
2026-04-24,12:31:54.105,379.02,24.77,10011068.15,0.0003067295668015065
2026-04-24,12:31:54.515,379.43,24.77,10011068.07,0.00030673378875135796
2026-04-24,12:31:54.980,379.9,24.77,10011067.9,0.00030674270396169854
2026-04-24,12:31:55.404,380.32,24.77,10011067.85,0.00030675851092381743
2026-04-24,12:31:55.823,380.74,24.77,10011068.0,0.0003067690489692374
2026-04-24,12:31:56.198,381.12,24.77,10011067.97,0.0003067850063317178
2026-04-24,12:31:56.576,381.5,24.77,10011068.1,0.0003067918204494231
2026-04-24,12:31:56.949,381.87,24.77,10011068.0,0.00030679968076272003
2026-04-24,12:31:57.324,382.24,24.77,10011068.0,0.00030680646369767365
2026-04-24,12:31:57.705,382.62,24.77,10011067.82,0.0003068182583286767
2026-04-24,12:31:58.073,382.99,24.77,10011067.97,0.0003068253467627503
2026-04-24,12:31:58.455,383.37,24.77,10011067.7,0.00030683617601822663
2026-04-24,12:31:58.839,383.76,24.77,10011068.12,0.00030683290702508594
2026-04-24,12:31:59.214,384.13,24.76,10011068.28,0.0003068431750299501
2026-04-24,12:31:59.589,384.51,24.76,10011068.2,0.0003068431750299501
2026-04-24,12:31:59.971,384.89,24.76,10011067.93,0.00030685352000524914
2026-04-24,12:32:00.355,385.27,24.76,10011067.82,0.0003068536035113412
2026-04-24,12:32:00.745,385.66,24.77,10011067.97,0.0003068637323087391
2026-04-24,12:32:01.105,386.02,24.76,10011067.6,0.0003068521443008006
2026-04-24,12:32:01.513,386.43,24.76,10011067.6,0.00030685738166276986
2026-04-24,12:32:01.886,386.81,24.76,10011067.95,0.0003068685186566417
2026-04-24,12:32:02.264,387.18,24.76,10011068.22,0.0003068802924294184
2026-04-24,12:32:02.637,387.56,24.76,10011068.0,0.00030689506492928537
2026-04-24,12:32:03.011,387.93,24.76,10011068.12,0.0003069049599021827
2026-04-24,12:32:03.386,388.31,24.76,10011067.65,0.00030692050081667277
2026-04-24,12:32:03.764,388.68,24.76,10011067.18,0.0003069268498393599
2026-04-24,12:32:04.156,389.08,24.76,10011066.93,0.0003069269900290685
2026-04-24,12:32:04.548,389.47,24.76,10011066.43,0.0003069439293475102
2026-04-24,12:32:04.918,389.84,24.76,10011066.65,0.0003069600903893988
2026-04-24,12:32:05.294,390.21,24.76,10011067.03,0.0003069699257226902
2026-04-24,12:32:05.668,390.59,24.76,10011067.35,0.0003069573364764372
2026-04-24,12:32:06.043,390.96,24.76,10011067.15,0.0003069670088262825
2026-04-24,12:32:06.418,391.34,24.76,10011067.55,0.00030698333129128595
2026-04-24,12:32:06.793,391.71,24.76,10011067.6,0.0003069966400057071
2026-04-24,12:32:07.167,392.09,24.76,10011067.93,0.0003070015053346954
2026-04-24,12:32:07.542,392.46,24.76,10011067.93,0.00030700778574581784
2026-04-24,12:32:07.917,392.84,24.76,10011067.6,0.0003070175135680874
2026-04-24,12:32:08.292,393.21,24.76,10011067.75,0.00030699842030915955
2026-04-24,12:32:08.667,393.59,24.76,10011067.7,0.00030698951145919685
2026-04-24,12:32:09.042,393.96,24.77,10011067.8,0.0003070109005855754
2026-04-24,12:32:09.417,394.34,24.76,10011067.32,0.000307011450007314
2026-04-24,12:32:09.792,394.71,24.76,10011067.22,0.00030700387123381646
2026-04-24,12:32:10.192,395.11,24.77,10011067.35,0.00030700199650468345
2026-04-24,12:32:10.592,395.51,24.77,10011066.82,0.0003070212615407482
2026-04-24,12:32:10.964,395.88,24.77,10011066.97,0.00030701600063933154
2026-04-24,12:32:11.342,396.26,24.77,10011066.22,0.0003070100638356167
2026-04-24,12:32:11.725,396.64,24.77,10011065.45,0.00030701081996251176
2026-04-24,12:32:12.109,397.03,24.77,10011064.53,0.0003070335073696052
2026-04-24,12:32:12.482,397.4,24.77,10011064.05,0.00030702550622388366
2026-04-24,12:32:12.870,397.79,24.77,10011064.6,0.00030700920635658374
2026-04-24,12:32:13.246,398.17,24.77,10011063.62,0.0003070302253057307
2026-04-24,12:32:13.621,398.54,24.76,10011062.18,0.0003070634071113615
2026-04-24,12:32:13.996,398.92,24.76,10011062.53,0.0003070987042491591
2026-04-24,12:32:14.392,399.31,24.76,10011062.25,0.00030707955009380756
2026-04-24,12:32:14.776,399.7,24.76,10011060.38,0.0003071114865604949
2026-04-24,12:32:15.168,400.09,24.76,10011058.65,0.00030714512702925445
2026-04-24,12:32:15.543,400.46,24.76,10011058.93,0.00030721676707124183
2026-04-24,12:32:15.938,400.86,24.76,10011058.7,0.0003072214782542661
2026-04-24,12:32:16.309,401.23,24.76,10011059.38,0.0003072948544671606
2026-04-24,12:32:16.683,401.6,24.76,10011059.2,0.00030730716195589275
2026-04-24,12:32:17.058,401.98,24.76,10011057.88,0.0003073208915646443
2026-04-24,12:32:17.433,402.35,24.76,10011058.82,0.0003073893951776247
2026-04-24,12:32:17.827,402.75,24.76,10011059.43,0.0003074191783200896
2026-04-24,12:32:18.221,403.14,24.76,10011060.47,0.00030744427592092194
2026-04-24,12:32:18.610,403.53,24.76,10011060.62,0.00030745390538737115
2026-04-24,12:32:18.980,403.9,24.76,10011062.05,0.00030752819122472995
2026-04-24,12:32:19.360,404.28,24.76,10011061.93,0.0003075255498000386
2026-04-24,12:32:19.730,404.65,24.76,10011061.38,0.00030753139137696273
2026-04-24,12:32:20.111,405.03,24.76,10011061.45,0.00030752371550701917
2026-04-24,12:32:20.496,405.42,24.76,10011062.57,0.00030753272128217543
2026-04-24,12:32:20.878,405.8,24.76,10011063.93,0.00030760319324069297
2026-04-24,12:32:21.294,406.21,24.76,10011064.05,0.0003075971599523694
2026-04-24,12:32:21.683,406.6,24.76,10011065.68,0.0003076317417104905
2026-04-24,12:32:22.074,406.99,24.76,10011065.7,0.0003076196788519548
2026-04-24,12:32:22.452,407.37,24.76,10011065.7,0.0003075942350892403
2026-04-24,12:32:22.829,407.75,24.76,10011065.95,0.00030757698644599487
2026-04-24,12:32:23.215,408.13,24.76,10011066.25,0.00030756465239848915
2026-04-24,12:32:23.590,408.51,24.76,10011066.43,0.00030752080073167865
2026-04-24,12:32:23.965,408.88,24.76,10011065.85,0.0003074818575820915
2026-04-24,12:32:24.346,409.27,24.76,10011063.22,0.0003074692171476067
2026-04-24,12:32:24.730,409.65,24.76,10011063.05,0.0003074508848816208
2026-04-24,12:32:25.112,410.03,24.76,10011066.12,0.0003073972727147351
2026-04-24,12:32:25.496,410.42,24.76,10011064.0,0.000307389330658808
2026-04-24,12:32:25.886,410.81,24.76,10011063.8,0.00030735425009917273
2026-04-24,12:32:26.246,411.17,24.75,10011061.62,0.00030736194212230793
2026-04-24,12:32:26.620,411.54,24.75,10011061.5,0.0003073546158145186
2026-04-24,12:32:26.996,411.92,24.75,10011061.72,0.00030735387108084034
2026-04-24,12:32:27.389,412.31,24.75,10011062.03,0.0003073479566480199
2026-04-24,12:32:27.763,412.68,24.75,10011060.32,0.0003074642857655432
2026-04-24,12:32:28.151,413.07,24.75,10011059.43,0.00030738711652413957
2026-04-24,12:32:28.543,413.46,24.74,10011060.4,0.00030743152057932915
2026-04-24,12:32:28.934,413.85,24.74,10011061.22,0.0003074152963679407
2026-04-24,12:32:29.314,414.23,24.74,10011060.43,0.0003073933890982666
2026-04-24,12:32:29.698,414.62,24.74,10011063.9,0.0003074209987602407
2026-04-24,12:32:30.080,415.0,24.74,10011063.93,0.00030743266403180925
2026-04-24,12:32:30.464,415.38,24.74,10011065.3,0.0003074282542369665
2026-04-24,12:32:30.847,415.77,24.74,10011066.6,0.00030746917631615877
2026-04-24,12:32:31.214,416.13,24.74,10011068.18,0.00030738227015931406
2026-04-24,12:32:31.597,416.52,24.74,10011069.65,0.0003074007111007108
2026-04-24,12:32:31.964,416.88,24.74,10011068.85,0.0003074041708582677
2026-04-24,12:32:32.365,417.28,24.74,10011070.43,0.00030728434123190125
2026-04-24,12:32:32.748,417.67,24.74,10011072.18,0.0003072468185906371
2026-04-24,12:32:33.126,418.05,24.74,10011072.57,0.0003073052390415075
2026-04-24,12:32:33.498,418.42,24.74,10011072.55,0.0003072987738800104
2026-04-24,12:32:33.871,418.79,24.74,10011072.55,0.000307253154010609
2026-04-24,12:32:34.249,419.17,24.74,10011073.55,0.00030718439583728017
2026-04-24,12:32:34.632,419.55,24.74,10011071.78,0.0003071066639336515
2026-04-24,12:32:35.015,419.94,24.74,10011072.18,0.000307087177667184
2026-04-24,12:32:35.402,420.32,24.73,10011070.78,0.0003070480719997188
2026-04-24,12:32:35.777,420.7,24.73,10011069.55,0.0003070799154910436
2026-04-24,12:32:36.151,421.07,24.73,10011069.72,0.0003070529730843293
2026-04-24,12:32:36.527,421.45,24.73,10011067.62,0.0003070116394265648
2026-04-24,12:32:36.917,421.84,24.73,10011065.03,0.000307004344972816
2026-04-24,12:32:37.299,422.22,24.73,10011063.68,0.0003069680106990827
2026-04-24,12:32:37.667,422.59,24.73,10011063.25,0.00030695854975864206
2026-04-24,12:32:38.074,422.99,24.73,10011061.5,0.0003069266506833282
2026-04-24,12:32:38.450,423.37,24.73,10011062.75,0.0003069876007358341
2026-04-24,12:32:38.831,423.75,24.73,10011063.03,0.0003069657000972092
2026-04-24,12:32:39.214,424.13,24.73,10011064.5,0.000307029705378078
2026-04-24,12:32:39.594,424.51,24.73,10011063.22,0.0003069990353251817
2026-04-24,12:32:39.964,424.88,24.73,10011062.07,0.0003069194817560497
2026-04-24,12:32:40.340,425.26,24.73,10011063.05,0.00030696443289104523
2026-04-24,12:32:40.734,425.65,24.73,10011062.22,0.0003069256722698792
2026-04-24,12:32:41.127,426.05,24.73,10011063.0,0.0003069880723870334
2026-04-24,12:32:41.516,426.44,24.73,10011063.25,0.000306993696357838
2026-04-24,12:32:41.901,426.82,24.73,10011063.07,0.000307026650536444
2026-04-24,12:32:42.283,427.2,24.73,10011061.28,0.0003071063703743446
2026-04-24,12:32:42.651,427.57,24.73,10011061.32,0.0003071209848161424
2026-04-24,12:32:43.034,427.95,24.73,10011063.32,0.0003072142118890112
2026-04-24,12:32:43.417,428.34,24.73,10011065.35,0.0003072062395848257
2026-04-24,12:32:43.810,428.73,24.73,10011065.6,0.00030726075432744416
2026-04-24,12:32:44.185,429.1,24.73,10011065.78,0.0003072742109645254
2026-04-24,12:32:44.573,429.49,24.73,10011068.2,0.00030725926745092777
2026-04-24,12:32:44.934,429.85,24.73,10011067.88,0.00030731338553074126
2026-04-24,12:32:45.318,430.24,24.73,10011068.97,0.0003072720674191909
2026-04-24,12:32:45.702,430.62,24.73,10011069.78,0.0003072827645301876
2026-04-24,12:32:46.076,431.0,24.72,10011070.1,0.00030729138512621023
2026-04-24,12:32:46.451,431.37,24.72,10011069.47,0.0003073124424096614
2026-04-24,12:32:46.826,431.75,24.72,10011070.55,0.0003072079043891861
2026-04-24,12:32:47.199,432.12,24.72,10011070.4,0.00030723969694640624
2026-04-24,12:32:47.594,432.51,24.72,10011071.47,0.00030720843537355454
2026-04-24,12:32:47.968,432.89,24.72,10011071.2,0.00030721773536598873
2026-04-24,12:32:48.341,433.26,24.72,10011070.03,0.00030727128922757865
2026-04-24,12:32:48.719,433.64,24.72,10011067.95,0.00030721298721974385
2026-04-24,12:32:49.094,434.01,24.72,10011067.95,0.00030720758161100983
2026-04-24,12:32:49.485,434.41,24.72,10011067.6,0.00030725488789388187
2026-04-24,12:32:49.855,434.77,24.72,10011066.9,0.0003072033867193828
2026-04-24,12:32:50.252,435.17,24.72,10011067.28,0.0003072214238388043
2026-04-24,12:32:50.636,435.56,24.72,10011065.9,0.00030721615277808057
2026-04-24,12:32:51.018,435.94,24.72,10011066.53,0.0003072390144888951
2026-04-24,12:32:51.386,436.31,24.72,10011066.85,0.0003072625334145034
2026-04-24,12:32:51.770,436.69,24.71,10011066.45,0.00030728700496417756
2026-04-24,12:32:52.154,437.07,24.71,10011064.93,0.0003072270641468092
2026-04-24,12:32:52.546,437.47,24.71,10011065.53,0.0003072512177208649
2026-04-24,12:32:52.937,437.86,24.71,10011066.55,0.00030721112127172145
2026-04-24,12:32:53.328,438.25,24.71,10011067.1,0.00030723164589271294
2026-04-24,12:32:53.720,438.64,24.71,10011068.1,0.0003072509727734282
2026-04-24,12:32:54.089,439.01,24.71,10011068.05,0.0003072592450806532
2026-04-24,12:32:54.464,439.38,24.71,10011068.93,0.0003072489921655917
2026-04-24,12:32:54.839,439.76,24.71,10011069.55,0.0003071828335350385
2026-04-24,12:32:55.220,440.14,24.71,10011069.95,0.00030719397935248353
2026-04-24,12:32:55.589,440.51,24.71,10011070.5,0.0003071842812902015
2026-04-24,12:32:55.971,440.89,24.71,10011072.25,0.00030719728111058337
2026-04-24,12:32:56.355,441.27,24.71,10011072.35,0.0003071930522814745
2026-04-24,12:32:56.745,441.66,24.71,10011072.18,0.00030718103986416645
2026-04-24,12:32:57.122,442.04,24.71,10011072.65,0.00030715333240873504
2026-04-24,12:32:57.505,442.42,24.72,10011071.12,0.0003071017935440652
2026-04-24,12:32:57.889,442.81,24.72,10011071.0,0.0003071119840614623
2026-04-24,12:32:58.271,443.19,24.72,10011069.95,0.0003070605743181206
2026-04-24,12:32:58.655,443.57,24.72,10011071.1,0.00030709416156374903
2026-04-24,12:32:59.038,443.96,24.72,10011070.32,0.000307152323086483
2026-04-24,12:32:59.422,444.34,24.72,10011068.82,0.00030710768158016225
2026-04-24,12:32:59.792,444.71,24.72,10011067.75,0.0003071268747799708
2026-04-24,12:33:00.172,445.09,24.72,10011066.53,0.00030707189331754224
2026-04-24,12:33:00.560,445.48,24.72,10011066.3,0.0003070699689657103
2026-04-24,12:33:00.956,445.88,24.71,10011066.32,0.0003070613201375053
2026-04-24,12:33:01.323,446.24,24.71,10011066.9,0.00030703091954886513
2026-04-24,12:33:01.706,446.63,24.72,10011067.68,0.0003070382762914137
2026-04-24,12:33:02.090,447.01,24.72,10011066.7,0.00030700508220052607
2026-04-24,12:33:02.489,447.41,24.72,10011065.72,0.00030701430700224853
2026-04-24,12:33:02.873,447.79,24.72,10011064.65,0.0003070084680118601
2026-04-24,12:33:03.261,448.18,24.72,10011064.65,0.00030700000752015625
2026-04-24,12:33:03.640,448.56,24.72,10011063.53,0.00030698152942147753
2026-04-24,12:33:04.026,448.95,24.72,10011064.05,0.00030696085935137153
2026-04-24,12:33:04.406,449.33,24.72,10011064.62,0.000306981112629699
2026-04-24,12:33:04.781,449.7,24.72,10011064.22,0.0003069555355196509
2026-04-24,12:33:05.167,450.09,24.72,10011063.53,0.0003069574052134365
2026-04-24,12:33:05.543,450.46,24.72,10011063.55,0.000306954664445887
2026-04-24,12:33:05.917,450.84,24.72,10011063.68,0.00030696461898628195
2026-04-24,12:33:06.293,451.21,24.72,10011064.6,0.0003069214499977615
2026-04-24,12:33:06.667,451.59,24.72,10011064.6,0.00030693626016068055
2026-04-24,12:33:07.042,451.96,24.72,10011064.1,0.00030695132061441015
2026-04-24,12:33:07.417,452.34,24.72,10011064.95,0.00030690671726929015
2026-04-24,12:33:07.793,452.71,24.72,10011065.4,0.0003069027055005862
2026-04-24,12:33:08.167,453.09,24.72,10011065.05,0.0003069091119256983
2026-04-24,12:33:08.542,453.46,24.72,10011064.5,0.0003069091119256983
2026-04-24,12:33:08.917,453.84,24.72,10011064.28,0.00030689590206471254
2026-04-24,12:33:09.308,454.23,24.72,10011065.03,0.00030691181929755004
2026-04-24,12:33:09.683,454.6,24.72,10011064.43,0.0003069196304117871
2026-04-24,12:33:10.059,454.98,24.72,10011064.47,0.00030691812412712963
2026-04-24,12:33:10.433,455.35,24.72,10011064.2,0.00030692655624567746
2026-04-24,12:33:10.808,455.73,24.72,10011065.38,0.0003069399215511269
2026-04-24,12:33:11.192,456.11,24.72,10011065.35,0.0003069349080181539
2026-04-24,12:33:11.573,456.49,24.72,10011064.5,0.00030694358651777484
2026-04-24,12:33:11.958,456.88,24.72,10011064.78,0.0003069368391799332
2026-04-24,12:33:12.342,457.26,24.72,10011064.9,0.0003069336571360632
2026-04-24,12:33:12.736,457.66,24.72,10011065.03,0.000306950862409501
2026-04-24,12:33:13.126,458.05,24.72,10011064.03,0.00030699487545433353
2026-04-24,12:33:13.513,458.43,24.72,10011062.9,0.00030696971887985374
2026-04-24,12:33:13.902,458.82,24.72,10011063.32,0.0003069697188798538
2026-04-24,12:33:14.277,459.2,24.72,10011063.28,0.00030697509774671607
2026-04-24,12:33:14.683,459.6,24.72,10011063.25,0.0003069673256908958
2026-04-24,12:33:15.059,459.98,24.72,10011063.25,0.00030698032549916066
2026-04-24,12:33:15.448,460.37,24.72,10011063.57,0.00030699907642563586
2026-04-24,12:33:15.827,460.75,24.72,10011064.7,0.0003070629697047699
2026-04-24,12:33:16.234,461.15,24.72,10011063.75,0.0003070974668550494
2026-04-24,12:33:16.627,461.55,24.72,10011063.6,0.00030710342612325287
